month,day,temp,RH,wind,rain,class
8,5,20.8,34,4.9,0.0,1
9,2,17.6,46,3.1,0.0,1
3,7,11.5,39,5.8,0.0,1
9,1,21.0,42,2.2,0.0,1
3,6,13.3,42,0.9,0.0,1
3,7,11.5,60,4.0,0.0,1
3,5,11.7,33,4.0,0.0,1
8,4,24.2,28,2.7,0.0,1
8,2,24.6,22,4.5,0.0,1
9,3,24.3,25,4.0,0.0,1
8,2,24.6,22,4.5,0.0,1
8,5,23.5,36,5.4,0.0,1
4,4,5.8,54,5.8,0.0,1
9,4,21.5,15,0.9,0.0,1
9,2,13.9,59,6.3,0.0,1
9,1,22.6,38,3.6,0.0,1
9,2,21.6,33,2.2,0.0,1
3,7,12.4,54,3.6,0.0,1
2,7,8.8,68,2.2,0.0,1
10,3,20.2,37,2.7,0.0,1
3,6,15.1,64,4.0,0.0,1
9,4,22.1,34,1.8,0.0,1
8,6,22.9,31,7.2,0.0,1
9,2,20.7,37,2.2,0.0,1
9,5,19.6,33,6.3,0.0,1
9,4,23.2,26,4.9,0.0,1
10,6,18.4,25,3.1,0.0,1
8,6,5.1,96,5.8,0.0,1
9,5,20.1,47,4.9,0.0,1
3,1,11.0,46,5.8,0.0,1
3,6,17.0,27,4.9,0.0,1
3,6,17.0,27,4.9,0.0,1
9,7,16.9,60,1.3,0.0,1
9,1,12.4,73,6.3,0.0,1
9,3,19.4,19,1.3,0.0,1
3,1,15.2,27,3.1,0.0,1
8,7,16.2,59,3.1,0.0,1
9,5,18.6,49,3.6,0.0,1
3,1,11.0,46,5.8,0.0,1
7,5,13.4,79,3.6,0.0,1
9,3,15.4,57,4.5,0.0,1
9,7,22.9,39,4.9,0.0,1
10,1,16.1,44,4.0,0.0,1
8,6,20.1,34,4.5,0.0,1
9,7,28.3,26,3.1,0.0,1
8,6,16.4,43,4.0,0.0,1
9,3,26.4,21,4.5,0.0,1
9,7,27.8,27,3.1,0.0,1
9,2,18.7,43,2.7,0.0,1
9,2,24.3,36,3.1,0.0,1
9,6,17.7,25,3.1,0.0,1
8,7,19.6,41,5.8,0.0,1
9,6,18.2,46,1.8,0.0,1
9,2,18.8,40,2.2,0.0,1
9,6,25.1,27,4.0,0.0,1
4,7,13.4,75,1.8,0.0,1
4,3,15.2,51,2.7,0.0,1
4,5,16.7,20,3.1,0.0,1
8,7,15.4,66,4.0,0.0,1
8,7,21.9,73,7.6,1.0,1
8,7,22.4,54,7.6,0.0,1
8,7,26.8,38,6.3,0.0,1
8,7,25.7,39,5.4,0.0,1
8,3,20.7,70,2.2,0.0,1
8,3,28.7,28,2.7,0.0,1
8,3,21.7,40,0.4,0.0,1
8,3,26.8,25,3.1,0.0,1
8,3,24.0,36,3.1,0.0,1
8,3,22.1,37,3.6,0.0,1
8,4,21.4,38,2.7,0.0,1
8,4,18.9,41,3.1,0.0,1
8,4,22.3,46,4.0,0.0,1
8,6,23.9,41,2.2,0.0,1
8,6,21.4,44,2.7,0.0,1
8,6,20.6,59,0.9,0.0,1
8,6,23.7,40,1.8,0.0,1
8,1,28.3,32,4.0,0.0,1
8,5,11.2,84,7.6,0.0,1
8,5,21.4,42,3.1,0.0,1
8,5,19.3,39,3.6,0.0,1
8,5,21.8,53,3.1,0.0,1
8,2,22.1,54,7.6,0.0,1
8,2,19.4,55,4.0,0.0,1
8,2,23.7,24,3.1,0.0,1
8,2,21.0,32,3.1,0.0,1
8,2,19.1,53,2.7,0.0,1
8,2,21.8,56,3.1,0.0,1
8,2,20.1,58,4.5,0.0,1
8,2,20.2,47,4.0,0.0,1
12,7,4.8,57,8.5,0.0,1
12,3,5.1,61,8.0,0.0,1
12,4,5.1,61,4.9,0.0,1
12,1,4.6,21,8.5,0.0,1
12,1,4.6,21,8.5,0.0,1
12,1,4.6,21,8.5,0.0,1
12,1,4.6,21,8.5,0.0,1
12,5,2.2,59,4.9,0.0,1
12,2,5.1,24,8.5,0.0,1
2,7,4.2,51,4.0,0.0,1
2,3,8.8,35,3.1,0.0,1
2,5,7.5,46,8.0,0.0,1
7,7,23.4,40,6.3,0.0,1
7,3,12.6,90,7.6,0.2,1
7,6,22.1,49,2.7,0.0,1
7,6,24.2,32,1.8,0.0,1
7,6,24.3,30,1.8,0.0,1
7,6,18.7,53,1.8,0.0,1
7,6,25.3,39,0.9,0.0,1
7,5,22.9,40,1.3,0.0,1
7,2,26.9,28,5.4,0.0,1
7,2,17.1,67,3.6,0.0,1
6,7,22.2,48,1.3,0.0,1
6,7,14.3,46,1.8,0.0,1
6,7,15.4,45,2.2,0.0,1
6,3,19.6,43,4.9,0.0,1
6,6,10.6,90,2.7,0.0,1
6,1,20.7,25,4.9,0.0,1
6,1,19.1,39,5.4,0.0,1
6,5,19.2,38,4.5,0.0,1
6,5,19.2,38,4.5,0.0,1
5,6,11.3,94,4.9,0.0,1
9,7,19.0,52,2.2,0.0,1
9,7,17.1,53,5.4,0.0,1
9,7,23.8,35,3.6,0.0,1
9,7,16.0,45,1.8,0.0,1
9,7,24.9,27,2.2,0.0,1
9,7,25.3,27,2.7,0.0,1
9,7,24.8,28,1.8,0.0,1
9,7,12.2,78,6.3,0.0,1
9,3,24.3,27,4.9,0.0,1
9,3,19.7,41,1.8,0.0,1
9,3,18.5,30,2.7,0.0,1
9,4,18.6,24,5.8,0.0,1
9,4,19.2,24,4.9,0.0,1
9,4,21.6,27,2.2,0.0,1
9,4,21.6,28,6.3,0.0,1
9,4,18.9,34,7.2,0.0,1
9,4,16.8,28,4.0,0.0,1
9,4,16.8,28,4.0,0.0,1
9,4,12.9,39,2.7,0.0,1
9,4,13.7,56,1.8,0.0,1
9,6,24.2,27,3.1,0.0,1
9,6,24.1,27,3.1,0.0,1
9,6,21.2,32,2.2,0.0,1
9,6,19.7,35,1.8,0.0,1
9,6,23.5,27,4.0,0.0,1
9,6,24.2,27,3.1,0.0,1
9,6,21.5,28,4.5,0.0,1
9,6,17.1,41,2.2,0.0,1
9,1,18.1,54,3.1,0.0,1
9,1,18.0,51,5.4,0.0,1
9,1,9.8,86,1.8,0.0,1
9,1,19.3,44,2.2,0.0,1
9,1,23.0,34,2.2,0.0,1
9,1,22.7,35,2.2,0.0,1
9,1,20.4,41,1.8,0.0,1
9,1,19.3,44,2.2,0.0,1
9,1,15.7,51,2.2,0.0,1
9,1,20.6,37,1.8,0.0,1
9,1,15.9,51,4.5,0.0,1
9,1,12.2,66,4.9,0.0,1
9,1,16.8,43,3.1,0.0,1
9,1,21.3,35,2.2,0.0,1
9,5,10.1,75,3.6,0.0,1
9,5,17.4,57,4.5,0.0,1
9,5,12.8,64,3.6,0.0,1
9,5,10.1,75,3.6,0.0,1
9,5,15.4,53,6.3,0.0,1
9,5,20.6,43,3.6,0.0,1
9,5,19.8,47,2.7,0.0,1
9,5,18.7,50,2.2,0.0,1
9,5,20.8,35,4.9,0.0,1
9,5,20.8,35,4.9,0.0,1
9,5,15.9,55,3.6,0.0,1
9,5,19.7,39,2.7,0.0,1
9,5,21.1,39,2.2,0.0,1
9,5,18.4,42,2.2,0.0,1
9,5,17.3,45,4.0,0.0,1
9,5,15.2,64,3.1,0.0,1
9,2,15.9,53,2.2,0.0,1
9,2,21.1,35,2.7,0.0,1
9,2,19.6,45,3.1,0.0,1
9,2,15.9,38,5.4,0.0,1
9,2,16.4,27,3.6,0.0,1
9,6,16.8,47,4.9,0.0,1
9,7,13.8,77,7.6,0.0,1
9,7,13.8,77,7.6,0.0,1
7,3,14.2,58,4.0,0.0,1
8,7,10.4,75,0.9,0.0,1
8,4,20.3,42,2.7,0.0,1
9,5,10.3,78,4.0,0.0,1
9,6,15.4,57,4.9,0.0,1
8,1,21.1,54,2.2,0.0,1
8,6,21.9,42,2.2,0.0,1
3,4,8.7,51,5.8,0.0,1
1,7,5.2,100,0.9,0.0,1
7,3,19.3,39,7.2,0.0,1
8,4,16.2,63,2.7,0.0,1
8,3,28.2,29,1.8,0.0,1
8,4,20.5,58,2.7,0.0,1
8,6,21.3,44,4.5,0.0,1
8,7,20.9,50,2.2,0.0,1
9,7,20.6,55,5.4,0.0,1
3,4,11.6,48,5.4,0.0,1
8,5,23.3,34,3.1,0.0,1
8,5,23.3,34,3.1,0.0,1
2,1,7.5,71,6.3,0.0,1
9,5,20.7,46,2.7,0.0,1
9,7,21.9,43,4.0,0.0,1
3,2,15.2,19,7.6,0.0,1
2,1,5.3,68,1.8,0.0,1
2,7,10.1,62,1.8,0.0,1
9,7,20.4,55,4.9,0.0,1
8,7,24.3,33,3.6,0.0,1
8,6,25.9,32,3.1,0.0,1
6,3,28.0,34,4.5,0.0,1
6,3,28.0,34,4.5,0.0,1
9,4,22.8,46,4.0,0.0,1
8,5,25.0,36,4.0,0.0,1
8,4,21.3,41,3.6,0.0,1
9,3,21.8,34,2.2,0.0,1
8,2,27.9,27,2.2,0.0,1
9,6,17.0,67,4.9,0.0,1
2,6,14.2,46,4.0,0.0,1
9,5,19.9,44,3.1,0.0,1
7,2,23.4,31,5.4,0.0,1
2,5,14.7,42,2.7,0.0,1
2,5,8.2,53,9.4,0.0,1
7,1,22.8,27,4.5,0.0,1
8,6,26.4,33,3.6,0.0,1
8,7,24.1,50,4.0,0.0,1
8,4,27.5,27,4.9,0.0,1
7,2,26.3,39,3.1,0.0,1
3,3,13.8,24,5.8,0.0,1
8,7,24.9,42,5.4,0.0,1
8,7,24.8,36,4.0,0.0,1
8,3,26.2,36,4.5,0.0,1
8,3,30.8,19,4.5,0.0,1
7,7,29.3,27,3.6,0.0,1
9,6,22.3,48,4.0,0.0,1
8,6,26.9,31,3.6,0.0,1
8,4,20.4,56,2.2,0.0,1
8,4,20.4,56,2.2,0.0,1
8,1,27.9,33,2.2,0.0,1
8,4,26.2,34,5.8,0.0,1
8,7,24.6,44,4.0,0.0,1
9,4,19.4,45,3.6,0.0,1
8,6,23.3,40,4.0,0.0,1
8,4,23.9,38,6.7,0.0,1
8,7,20.9,66,4.9,0.0,1
8,5,22.2,45,3.6,0.0,1
7,6,23.8,51,1.8,0.0,1
8,1,26.8,35,1.3,0.0,1
8,6,14.2,73,2.7,0.0,1
8,6,23.6,53,4.0,0.0,1
9,5,19.1,46,2.2,0.0,1
9,5,16.2,58,3.6,0.0,1
8,1,25.5,29,1.8,0.0,1
4,1,10.9,64,3.1,0.0,1
7,5,14.8,78,8.0,0.0,1
9,5,16.2,58,3.6,0.0,1
8,7,17.3,80,4.5,0.0,1
8,7,19.1,70,2.2,0.0,1
3,3,8.9,35,8.0,0.0,1
9,3,10.5,77,4.0,0.0,1
8,7,19.3,61,4.9,0.0,1
8,3,23.4,49,5.4,0.0,1
8,5,11.8,88,4.9,0.0,1
8,1,17.7,65,4.0,0.0,1
8,4,17.4,54,3.1,0.0,1
8,4,16.8,56,3.1,0.0,1
7,1,17.9,48,2.7,0.0,1
8,4,16.6,59,2.7,0.0,1
8,3,19.9,50,4.0,0.0,1
8,6,18.9,64,4.9,0.0,1
8,6,15.5,72,8.0,0.0,1
8,6,18.9,64,4.9,0.0,1
8,6,18.9,64,4.9,0.0,1
9,7,14.5,76,7.6,0.0,1
2,2,4.6,82,6.3,0.0,1
2,2,5.1,77,5.4,0.0,1
2,6,4.6,59,0.9,0.0,1
3,1,10.2,45,5.8,0.0,1
3,3,11.2,41,5.4,0.0,1
3,4,13.3,27,3.6,0.0,1
4,7,13.7,33,9.4,0.0,1
4,7,17.6,27,5.8,0.0,1
5,5,18.0,40,4.0,0.0,1
6,1,14.3,79,4.0,0.0,1
6,6,24.5,50,3.1,0.0,1
6,4,26.4,35,2.7,0.0,1
6,4,22.7,40,9.4,0.0,1
7,4,27.2,28,1.3,0.0,1
7,7,26.1,45,4.0,0.0,1
7,7,18.2,82,4.5,0.0,1
7,1,22.6,57,4.9,0.0,1
7,4,30.2,25,4.5,0.0,1
7,4,30.2,22,4.9,0.0,1
8,7,23.4,40,5.8,0.0,1
8,7,31.0,27,5.4,0.0,1
8,7,33.1,25,4.0,0.0,1
8,1,30.6,28,3.6,0.0,1
8,2,24.1,43,6.3,0.0,1
8,2,26.4,34,3.6,0.0,1
8,2,19.4,71,7.6,0.0,1
8,3,20.6,58,1.3,0.0,1
8,3,28.7,33,4.0,0.0,1
8,4,32.4,21,4.5,0.0,1
8,5,32.4,27,2.2,0.0,1
8,5,27.5,29,4.5,0.0,1
8,6,30.8,30,4.9,0.0,1
8,1,23.9,42,2.2,0.0,1
8,1,32.6,26,3.1,0.0,1
8,2,32.3,27,2.2,0.0,1
8,2,33.3,26,2.7,0.0,1
8,2,27.3,63,4.9,6.4,1
8,2,21.6,65,4.9,0.8,1
8,2,21.6,65,4.9,0.8,1
8,2,20.7,69,4.9,0.4,1
8,3,29.2,30,4.9,0.0,1
8,3,28.9,29,4.9,0.0,1
8,4,26.7,35,1.8,0.0,1
8,5,18.5,73,8.5,0.0,1
8,5,25.9,41,3.6,0.0,1
8,5,25.9,41,3.6,0.0,1
8,5,21.1,71,7.6,1.4,1
8,5,18.2,62,5.4,0.0,1
8,7,27.8,35,2.7,0.0,1
8,7,27.8,32,2.7,0.0,1
8,7,21.9,71,5.8,0.0,1
8,7,21.2,70,6.7,0.0,1
8,6,25.6,42,4.0,0.0,1
11,2,11.8,31,4.5,0.0,1
